quarter,fav_drink,num_party,party_bin,smoke_cig,smoke_weed,campus_housing,personality,num_followers,salary,exercise,love_first_sight,learning_style,brain_type,myer_briggs,fav_sport,fav_letter,fav_num,hrs_sleep,procrastinator,only_child,birth_month,birth_date,childhood_us,age_years,gender_ident,marry,school_year,height_inches,father_height,mother_height,hand,happy,athlete,ap_stat,r_exp,num_major,hum,socsci,physsci,math,facebook,instagram,twitter,snapchat,tiktok,netflix,hulu,amazon_prime,hbo_max,disney_plus,distance,internet_hrs,fav_season,gpa_hs,gpa_nu,num_clubs,region,political,static_ability,change_ability,genetic,talent
summer 2022,Hard liquor/Mixed drink,10,7+,No,No,Neither,Introvert,400,35000,NA,Yes,Visual (learn best through images or graphic organizers),"Right-brained (creative, art, imaginative, intuitive)",Unknown,swimming,L,8,8,No,No,July,Odd,Yes,19,Female,28,Junior,NA,NA,NA,Right,Pretty happy,No,No,No,1,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,NA,4,Summer,3.8,3.8,4,Midwest,Democrat,Disagree,Agree,Disagree,Disagree
summer 2022,I don't drink,0,0,No,No,Neither,Extrovert,143,NA,400,Yes,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",INTJ,track,E,5,9,Yes,No,May,Even,Yes,17,Male,30,Other,70,71,64,Right,Pretty happy,Yes,No,No,0,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,9733,8,Summer,NA,NA,NA,Midwest,No affiliation,Disagree,Agree,Disagree,Disagree
summer 2022,I don't drink,3,3-4,No,No,North campus,Extrovert,1500,100000,18,No,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ESTP,soccer,K,6,9,No,No,January,Odd,Yes,19,Female,28,First year,NA,NA,NA,Right,Pretty happy,Yes,Yes,No,3,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,5000,4,Summer,4,3.855,1,West,No affiliation,Disagree,Agree,Disagree,Disagree
summer 2022,Hard liquor/Mixed drink,1,1-2,No,No,Neither,Introvert,1,120000,180,Yes,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ISTJ,badminton,R,17,9,Yes,Yes,December,Even,No,25,Male,29,Other,69,67,61,Right,Pretty happy,No,No,No,1,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,7500,3,Fall,NA,4,0,Southeast,Democrat,Agree,Disagree,Agree,Agree
summer 2022,I don't drink,0,0,No,No,Neither,Introvert,50,100000,600,No,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",INTJ,basketball,J,3,6,No,Yes,October,Even,No,18,Male,26,Junior,NA,NA,NA,Right,Pretty happy,Yes,Yes,No,0,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,7000,60,Spring,3.8,NA,3,International,No affiliation,Disagree,Agree,Disagree,Agree
summer 2022,Hard liquor/Mixed drink,2,1-2,No,Occasionally,Neither,Extrovert,1900,50000,60,No,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",ENFJ,volleyball,M,23,7,Yes,No,April,Odd,Yes,20,Female,29,Sophomore,65,73,64,Right,Pretty happy,No,No,No,1,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,5000,5,Fall,3.98,2.8,2,Midwest,Democrat,Disagree,Disagree,Disagree,Disagree
summer 2022,I don't drink,0,0,No,No,North campus,Introvert,0,45000,120,No,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",INTP,fencing,M,10,9,Yes,Yes,December,Even,No,22,Male,30,Sophomore,70,NA,NA,Right,Not too happy,No,No,No,1,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,8683,4,Fall,NA,NA,1,International,Independent,Disagree,Disagree,Disagree,Disagree
summer 2022,Wine,0,0,No,No,North campus,Introvert,80,45000,90,No,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ESTJ,baseball,K,4,6,No,No,May,Even,Yes,19,Female,28,Sophomore,66,67,63,Right,Pretty happy,No,Yes,No,1,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,7023,4,Fall,4,3.68,0,West,Independent,Disagree,Agree,Disagree,Agree
summer 2022,Beer,4,3-4,No,Occasionally,North campus,Introvert,1300,90000,45,Yes,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",INTJ,skiing,R,1,9,Yes,No,June,Odd,Yes,19,Female,28,Sophomore,67,66,68,Left,Pretty happy,No,No,No,2,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,8100,4,Spring,5.5,3.8,5,Southeast,Democrat,Disagree,Agree,Disagree,Disagree
summer 2022,I don't drink,3,3-4,No,No,South campus,Introvert,1300,50000,50,Yes,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",ISTJ,soccer,B,8,7,Yes,No,June,Even,No,21,Male,35,Sophomore,72,68,64,Right,Not too happy,No,No,No,2,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,10200,18,Fall,3.05,3.65,4,International,No affiliation,Disagree,Agree,Agree,Disagree
summer 2022,Hard liquor/Mixed drink,0,0,Occasionally,No,North campus,Introvert,NA,100000,0,Yes,Auditory (learn best through listening/speaking),"Left-brained (logic, science, critical thinking, numbers)",INTJ,reading,NA,NA,12,Yes,Yes,May,Even,No,21,Male,30,Sophomore,68,70,60,Left,Not too happy,No,No,Yes,2,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,5276,2,Spring,3.8,3.92,1,International,No affiliation,Disagree,Agree,Disagree,Disagree
summer 2022,I don't drink,2,1-2,No,No,Neither,Extrovert,115,250000,NA,Yes,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",ENTJ,basketball,A,2,6,Yes,Yes,August,Odd,Yes,15,Male,28,Sophomore,72,68,66,Left,Pretty happy,No,No,No,0,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,NA,NA,Summer,NA,NA,4,Midwest,No affiliation,Disagree,Agree,Agree,Disagree
summer 2022,Beer,4,3-4,Yes,No,North campus,Extrovert,2100,NA,NA,No,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",Unknown,football,C,12,7,Yes,No,November,Even,Yes,18,Male,27,First year,76,68,66,Right,Pretty happy,Yes,No,No,2,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,4811,3,Summer,3.8,2.8,1,Midwest,Republican,Disagree,Agree,Agree,Agree
summer 2022,Wine,3,3-4,Occasionally,Occasionally,North campus,Introvert,1000,100000,200,Yes,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",Unknown,basketball,A,7,8,No,No,December,Even,Yes,20,Male,27,Sophomore,66,65,63,Right,Not too happy,No,No,No,3,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,7314,4,Summer,4.5,3.8,3,Southeast,Independent,Disagree,Agree,Disagree,Agree
summer 2022,Hard liquor/Mixed drink,4,3-4,No,No,South campus,Introvert,130,25000,0,Yes,Visual (learn best through images or graphic organizers),"Right-brained (creative, art, imaginative, intuitive)",ISFP,soccer,S,6,7,Yes,No,March,Even,Yes,21,Female,30,Junior,NA,NA,NA,Right,Not too happy,No,No,No,2,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,NA,NA,Summer,4,3.2,1,Southwest,Democrat,Disagree,Agree,Disagree,Disagree
summer 2022,Beer,15,7+,No,No,North campus,Extrovert,1149,90000,420,No,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ENFP,basketball,D,6,7,Yes,No,December,Odd,Yes,18,Male,26,Sophomore,NA,NA,NA,Right,Pretty happy,No,No,No,2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,1687,6,Fall,NA,3,0,Northeast,Democrat,Disagree,Disagree,Disagree,Disagree
summer 2022,I don't drink,12,7+,No,No,Neither,Extrovert,1400,30000,420,Yes,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",Unknown,soccer,C,8,7,No,No,August,Odd,No,16,Male,30,Senior,70,72,64,Right,Very happy,Yes,No,Yes,0,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,6000,5,Fall,NA,NA,NA,International,No affiliation,Disagree,Agree,Agree,Disagree
summer 2022,Hard liquor/Mixed drink,3,3-4,No,No,North campus,Introvert,1600,90000,720,No,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",ESTJ,tennis,S,11,7,No,No,March,Odd,Yes,19,Female,29,Sophomore,NA,NA,NA,Right,Pretty happy,Yes,No,No,2,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,NA,5,Fall,4.3,3.81,1,Midwest,Republican,Disagree,Agree,Disagree,Disagree
summer 2022,Wine,1,1-2,No,No,Neither,Extrovert,1500,45000,200,No,Reading/Writing (learn best through words often note-taking or reading),"Right-brained (creative, art, imaginative, intuitive)",ENTJ,tennis,A,2,8,Yes,No,October,Even,Yes,21,Female,25,Senior,62,68,60,Right,Pretty happy,No,No,No,2,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5857,5,Summer,4,3.6,3,Midwest,Democrat,Disagree,Agree,Disagree,Disagree
summer 2022,Hard liquor/Mixed drink,3,3-4,Yes,Yes,South campus,Introvert,400,40000,550,No,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",INTP,soccer,I,8,7,Yes,No,January,Even,Yes,20,Male,30,Junior,73,73,62,Right,Not too happy,No,No,No,2,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1823,5,Fall,4.8,3.3,2,Midwest,Republican,Disagree,Agree,Disagree,Agree
summer 2022,Hard liquor/Mixed drink,1,1-2,No,No,Neither,Introvert,600,80000,60,Yes,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",INFP,soccer,X,8,7,Yes,No,May,Odd,Yes,22,Male,26,Senior,NA,NA,NA,Right,Don't know,No,Yes,No,1,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,5280,5,Fall,NA,NA,3,West,Democrat,Agree,Agree,Agree,Disagree
summer 2022,Beer,2,1-2,No,No,South campus,Introvert,300,60000,300,No,Auditory (learn best through listening/speaking),"Left-brained (logic, science, critical thinking, numbers)",Unknown,soccer,B,20,6,Yes,No,January,Even,Yes,20,Male,30,Junior,71,71,63,Right,Pretty happy,No,No,No,2,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,5000,2,Fall,NA,NA,2,Midwest,Democrat,Disagree,Agree,Disagree,Disagree
summer 2022,Wine,1,1-2,No,Yes,South campus,Introvert,50,50000,2,No,Visual (learn best through images or graphic organizers),"Right-brained (creative, art, imaginative, intuitive)",Unknown,softball,S,3.14,8,Yes,No,January,Odd,Yes,19,Female,30,First year,NA,NA,NA,Right,Pretty happy,No,No,No,1,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,1763,2,Fall,4.1,NA,1,Northeast,Democrat,Agree,Disagree,Disagree,Disagree
summer 2022,I don't drink,0,0,No,No,Neither,Extrovert,653,150000,200,Yes,Auditory (learn best through listening/speaking),"Left-brained (logic, science, critical thinking, numbers)",ESTJ,baseball,L,3,3,No,No,March,Odd,Yes,17,Female,25,Other,69,78,64,Left,Very happy,No,No,No,0,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4899,5,Winter,4.8,NA,5,Northeast,Republican,Agree,Disagree,Agree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,2,NA,NA,NA,NA,NA,Yes,18,Female,28,First year,67,71,70,Right,Very happy,Yes,No,No,2,No,No,No,Yes,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,2400,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,25,NA,NA,NA,NA,NA,Yes,19,Female,29,Sophomore,62.5,68,59,Right,Pretty happy,No,No,Yes,3,No,No,Yes,Yes,Yes,Yes,Yes,No,No,NA,NA,NA,NA,NA,7700,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,9,NA,NA,NA,NA,NA,No,NA,Male,26,First year,NA,NA,NA,Right,Pretty happy,No,No,No,1,No,No,No,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Agree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,9,NA,NA,NA,NA,NA,No,18,Male,26,First year,NA,68.1,65.75,Right,Pretty happy,No,No,No,1,No,No,Yes,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Agree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,2,NA,NA,NA,NA,NA,Yes,18,Female,29,First year,67,71,64,Right,Not too happy,No,Yes,No,2,No,Yes,No,Yes,No,Yes,No,No,Yes,NA,NA,NA,NA,NA,6717,7,NA,NA,NA,NA,NA,NA,Agree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,3,NA,NA,NA,NA,NA,Yes,20,Female,30,Sophomore,62,NA,NA,Right,Pretty happy,No,No,No,3,No,Yes,Yes,No,Yes,Yes,No,No,No,NA,NA,NA,NA,NA,7567,5,NA,NA,NA,NA,NA,NA,Agree,Disagree,Disagree,Agree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,7,NA,NA,NA,NA,NA,Yes,18,Male,27,First year,70,69,62,Left,Don't know,Yes,Yes,No,2,No,No,No,Yes,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,5990,6,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,7,NA,NA,NA,NA,NA,Yes,NA,Female,30,Sophomore,NA,NA,66,Right,Not too happy,No,Yes,No,2,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,1814,8,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,20,NA,NA,NA,NA,NA,Yes,20,Female,28,Junior,67,NA,NA,Right,Pretty happy,No,Yes,Yes,1,Yes,No,No,No,Yes,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,6,NA,NA,NA,NA,NA,Yes,18,Female,27,First year,NA,NA,NA,Right,Pretty happy,No,No,No,2,No,Yes,No,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,3,NA,NA,NA,NA,NA,Yes,18,Female,25,First year,67,71,63,Right,Very happy,No,Yes,No,3,No,Yes,No,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W,23,NA,NA,NA,NA,NA,Yes,20,Female,33,Sophomore,68,70,65,Right,Not too happy,No,Yes,No,1,No,No,Yes,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,4017,9,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,7,NA,NA,NA,NA,NA,Yes,20,Female,28,Junior,64,66,66,Right,Pretty happy,No,No,No,1,No,No,Yes,No,No,Yes,No,No,Yes,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,21,NA,NA,NA,NA,NA,Yes,19,Male,28,First year,69,69,67,Right,Don't know,No,No,No,0,No,No,Yes,No,Yes,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,Agree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,23,NA,NA,NA,NA,NA,Yes,19,Male,30,First year,72,68,66,Right,Pretty happy,No,No,No,1,No,No,Yes,No,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,8167,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,3,NA,NA,NA,NA,NA,Yes,18,Female,28,First year,62,73,62,Right,Pretty happy,No,Yes,No,1,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Disagree,Disagree,Disagree,Agree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,3,NA,NA,NA,NA,NA,Yes,20,Male,25,Junior,69,72,61,Right,Pretty happy,No,No,No,1,No,No,Yes,No,No,No,No,No,Yes,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,6,NA,NA,NA,NA,NA,Yes,18,Male,26,First year,72,68,62,Right,Pretty happy,Yes,No,No,3,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,8100,2,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,7,NA,NA,NA,NA,NA,Yes,18,Female,30,First year,64,68,63,Right,Not too happy,Yes,Yes,Yes,1,No,No,No,Yes,Yes,No,Yes,Yes,No,NA,NA,NA,NA,NA,6670,6,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,3,NA,NA,NA,NA,NA,Yes,18,Female,27,First year,66,68,65,Left,Pretty happy,No,Yes,No,0,No,No,No,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,11,NA,NA,NA,NA,NA,Yes,19,Female,26,First year,62,74,62,Right,Pretty happy,Yes,Yes,No,0,No,No,No,Yes,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,88,NA,NA,NA,NA,NA,Yes,18,Female,28,First year,64,65,61,Right,Pretty happy,No,No,No,2,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,Disagree,Agree,Agree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,5,NA,NA,NA,NA,NA,Yes,20,Female,29,Junior,65,72,62,Right,Pretty happy,No,No,Yes,3,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Agree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,7,NA,NA,NA,NA,NA,Yes,19,Female,30,Sophomore,65,67,61,Right,Pretty happy,No,No,No,2,No,No,Yes,No,No,Yes,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Disagree,Disagree,Agree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,17,NA,NA,NA,NA,NA,Yes,18,Female,35,First year,64,67,62,Right,Very happy,No,Yes,No,3,Yes,No,No,No,Yes,Yes,No,Yes,No,NA,NA,NA,NA,NA,7400,4,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,3,NA,NA,NA,NA,NA,Yes,20,Female,30,Junior,70,72,66,Right,Pretty happy,No,No,No,3,No,No,No,Yes,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,24,NA,NA,NA,NA,NA,Yes,19,Female,28,Sophomore,68,73,66,Right,Very happy,Yes,No,No,2,No,Yes,No,No,Yes,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,98,NA,NA,NA,NA,NA,Yes,19,Male,26,First year,68,69,64,Both,Very happy,No,No,No,2,No,No,No,Yes,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,10000,1,NA,NA,NA,NA,NA,NA,Disagree,Agree,Agree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,23,NA,NA,NA,NA,NA,Yes,19,Male,27,Sophomore,73,72,66,Right,Very happy,No,Yes,No,1,No,No,Yes,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,8,NA,NA,NA,NA,NA,Yes,18,Female,30,First year,66,68,65,Right,Pretty happy,No,No,No,2,No,No,Yes,No,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,0,NA,NA,NA,NA,NA,No,19,Male,30,First year,73,72,66,Right,Pretty happy,Yes,No,No,2,Yes,Yes,No,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,7000,6,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,18,NA,NA,NA,NA,NA,No,19,Female,37,First year,NA,NA,NA,Right,Pretty happy,No,No,No,2,No,Yes,No,Yes,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,Disagree,Disagree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,10,NA,NA,NA,NA,NA,Yes,19,Male,29,Sophomore,70,69,63,Right,Don't know,No,No,No,2,Yes,No,No,No,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,2789,4,NA,NA,NA,NA,NA,NA,Disagree,Disagree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,4,NA,NA,NA,NA,NA,No,19,Female,25,First year,NA,NA,NA,Right,Pretty happy,No,No,No,3,Yes,Yes,No,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,14,NA,NA,NA,NA,NA,Yes,18,Male,26,First year,76,69,70,Right,Very happy,Yes,No,No,3,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,2000,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,8,NA,NA,NA,NA,NA,Yes,19,Female,32,First year,NA,NA,NA,Right,Don't know,No,Yes,No,2,No,No,Yes,No,Yes,Yes,No,No,No,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,44,NA,NA,NA,NA,NA,Yes,18,Male,NA,First year,70,74,66,Right,Pretty happy,No,No,No,2,No,No,No,Yes,No,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,4581,8,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,17,NA,NA,NA,NA,NA,Yes,19,Female,25,Sophomore,65,68,68,Right,Pretty happy,No,No,No,1,No,No,Yes,No,No,Yes,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,23,NA,NA,NA,NA,NA,Yes,20,Female,NA,Sophomore,NA,NA,NA,Right,Pretty happy,No,Yes,No,3,Yes,No,No,No,Yes,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
winter 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,4,NA,NA,NA,NA,NA,Yes,18,Female,30,First year,64,70,64,Right,Very happy,No,Yes,No,2,No,No,Yes,Yes,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,Disagree,Agree,Agree,Agree
